word,count
learjet,483
learn,52884
learned,58298
learner,1977
learners,3469
learning,76337
learnings,271
learns,20663
learnt,6652
leary,5067
leas,330
leasable,386
lease,16760
leased,15948
leasehold,618
leases,3715
leash,1145
leasing,4483
least,186418
leat,253
leather,15699
leatherback,316
leatherhead,783
leatherneck,260
leathers,472
leathery,1340
leave,118994
leaved,2289
leavell,261
leavened,384
leavenworth,2170
leaver,263
leavers,577
leaves,86081
leavin,535
leaving,144449
leavitt,1334
leb,562
lebanese,7932
lebanon,20179
lebar,267
lebaron,444
lebeau,468
lebedev,768
lebel,584
leben,3749
lebens,642
lebensraum,280
leber,340
leberecht,262
lebesgue,561
leblanc,2902
leboeuf,263
lebor,377
lebowski,299
lebreton,261
lebron,911
lebrun,784
lec,483
lecce,1416
lecco,604
lech,2293
leche,699
lecherous,575
lechner,592
leck,255
leckie,670
leclair,510
leclaire,317
leclerc,1440
leclercq,264
lecomte,351
leconte,1147
lecter,299
lectern,663
lectionaries,440
lectionary,1216
lector,584
lecture,23129
lectured,7720
lecturer,24664
lecturers,2629
lectures,25747
lectureship,1294
lecturing,3373
lecuona,298
led,326159
leda,939
ledbetter,630
ledbury,344
leder,290
lederer,1072
lederman,403
ledesma,1008
ledge,2570
ledger,3495
ledgers,337
ledges,1212
ledo,278
ledoux,642
leds,1191
leduc,1176
ledyard,509
lee,118121
leeb,265
leech,2358
leeches,631
leed,1801
leeds,22285
leek,1477
leeks,348
leela,1870
leeman,271
leeming,425
leen,405
leena,659
leer,830
lees,2987
leesburg,935
leese,365
leeson,737
leesville,287
leet,355
leeuw,744
leeuwarden,935
leeuwen,466
leeuwin,253
leeward,1983
leeway,661
lefebvre,1772
lefevre,839
lefferts,302
leffler,513
lefkowitz,305
leflore,305
lefort,288
lefroy,370
leftfield,266
leftist,5376
leftists,1101
leftmost,547
leftover,1780
leftovers,860
leftward,259
leftwich,434
leftwing,352
lefty,1936
lefèvre,583
leg,44197
lega,2545
legacies,1947
legacy,63466
legal,112153
legalisation,526
legalise,416
legalised,648
legalism,282
legalistic,292
legality,3940
legalization,1689
legalize,1217
legalized,2148
legalizing,787
legally,21317
leganés,305
legaspi,573
legate,2163
legates,468
legation,1579
legations,298
legato,532
legatus,340
legault,383
legazpi,588
legco,330
lege,262
legend,67674
legenda,384
legendarium,402
legendary,35462
legende,410
legendre,807
legends,25477
leger,2338
leges,278
legg,891
legge,1318
legged,6297
leggett,902
leggings,424
legh,390
leghorn,546
legia,718
legibility,328
legible,704
legio,699
legion,20055
legionaries,521
legionary,655
legionnaire,526
legionnaires,830
legions,3554
legis,386
legislate,1119
legislated,1301
legislating,364
legislation,39030
legislations,413
legislative,59489
legislatively,277
legislator,6001
legislators,5552
legislature,37872
legislatures,4208
legit,666
legitimacy,6016
legitimate,15875
legitimated,272
legitimately,1749
legitimation,321
legitimise,295
legitimised,279
legitimize,1020
legitimized,687
legitimizing,394
legless,395
leglock,271
legnano,499
legnica,617
lego,2501
legoland,273
legrand,1573
legros,355
legs,31513
leguizamo,383
legume,1270
legumes,1054
leh,725
lehane,381
lehi,606
lehigh,3577
lehman,3715
lehmann,2867
lehner,331
lehr,742
lehrbuch,584
lehre,508
lehrer,1180
lehrman,287
lehtinen,709
lehto,486
lehtonen,338
lehár,400
lei,3714
leia,552
leib,1014
leiber,1322
leibniz,1797
leibovitz,325
leibowitz,475
leibstandarte,299
leica,677
leicester,14770
leicestershire,6798
leichhardt,1026
leiden,6679
leidy,289
leif,2847
leigh,14371
leighlin,274
leighton,4221
leila,2657
leilani,479
leine,264
leiningen,516
leinsdorf,262
leinster,5811
leipzig,14205
leipziger,462
leiria,785
leis,370
leishman,287
leisure,16243
leisurely,1006
leitch,1119
leite,771
leiter,658
leith,3032
leitmotif,388
leitner,628
leitrim,1238
leitão,437
leiva,374
leixões,327
lejeune,1331
lejos,267
lek,868
leka,342
leko,282
leksands,337
leksikon,669
lel,278
lela,511
leland,4145
lele,315
lelouch,484
lely,414
lelystad,259
lem,1161
lema,355
lemaire,1025
leman,501
lemans,329
lemar,362
lemass,256
lemay,1006
lemaître,360
lemberg,731
leme,283
lemieux,1441
lemire,325
lemke,638
lemma,1650
lemming,400
lemmings,491
lemmon,1513
lemmy,547
lemnos,567
lemoine,676
lemon,8651
lemonade,1436
lemonheads,309
lemons,1319
lemony,431
lemoore,488
lemos,822
lemoyne,560
lemuel,1364
lemur,786
lemuria,302
lemurs,686
len,8047
lena,6737
lenape,1305
lenard,442
lenawee,296
lend,7225
lender,1682
lenders,1854
lending,6444
lendl,739
lends,3693
lene,986
leng,1139
length,150889
lengthen,953
lengthened,3498
lengthening,1611
lengthens,265
lengthier,271
lengths,13398
lengthwise,749
lengthy,16637
lengua,799
lengyel,261
leni,874
leniency,924
lenient,1553
lenihan,461
lenin,6078
leningrad,6693
leninism,892
leninist,2192
leninsky,253
lenk,354
lenka,810
lennard,754
lennart,1475
lenni,347
lennie,1476
lennon,7755
lennox,5117
lenny,6574
leno,2680
lenoir,1259
lenora,454
lenore,1072
lenovo,536
lenox,1846
lens,10911
lenses,4579
lensing,371
lent,10397
lenta,259
lente,321
lenten,603
lenticular,601
lentil,443
lentils,776
lento,566
lenton,495
lentz,540
lenz,1337
lenzi,261
leo,34365
leoben,283
leominster,850
leon,27125
leona,2394
leonard,33594
leonardi,456
leonardo,10961
leonards,1077
leoncavallo,417
leone,9255
leonean,739
leonel,1147
leones,620
leonese,477
leong,1376
leonhard,1662
leonhardt,534
leoni,973
leonid,4714
leonidas,1684
leonie,856
leonis,283
leonor,1264
leonora,1412
leonore,426
leonov,407
leontyne,269
leopard,6209
leopardi,262
leopards,2156
leopardstown,313
leopold,11768
leopoldina,659
leopoldo,2356
leos,302
leotard,338
leoš,679
lep,439
lepa,327
lepage,964
lepanto,612
leper,1099
lepers,609
lepida,278
lepidoptera,6906
lepidopteran,267
lepidus,551
lepiforum,631
lepore,320
leppard,1269
leprechaun,609
leprosy,1634
leptodactylidae,496
lepton,285
lepus,538
ler,332
lerma,549
lerman,449
lermontov,463
lerner,2774
leroi,399
leroux,1023
leroy,8764
lerwick,457
les,57186
lesage,625
lesbian,10820
lesbianism,598
lesbians,2520
lesbos,772
lescaut,445
lesh,558
lesion,1903
lesions,3352
leskovac,287
lesley,4936
leslie,25988
lesnar,312
lesotho,2588
less,224578
lessard,517
lessee,632
lessees,279
lessen,2355
lessened,1846
lessening,939
lessens,472
lesseps,282
lesser,30847
lessig,289
lessing,1195
lesson,10722
lessons,26838
lessor,338
lest,2624
leste,1120
lester,12087
lesueur,530
leszczyński,319
leszek,1188
leszno,428
let,100504
leta,268
letcher,413
letchworth,595
letdown,312
leth,293
lethal,9668
lethality,597
lethargic,467
lethargy,727
lethbridge,2203
lethe,339
lethem,289
leticia,1077
letitia,1000
letizia,448
leto,931
letourneau,263
letran,404
letras,858
lets,10465
lett,886
letter,88018
letteratura,344
letterbox,339
lettere,546
lettered,2539
letterer,289
letterhead,365
lettering,3598
letterkenny,542
letterman,4814
lettermen,348
letterpress,470
letters,77986
lettice,331
letting,10754
lettre,911
lettres,3630
letts,828
lettuce,1708
letty,410
letzte,826
letzten,384
leu,982
leuchars,288
leuchtenberg,266
leucine,571
leucocephala,379
leucocephalus,274
leucogaster,442
leucoptera,316
leucopterus,260
leukaemia,766
leukemia,4058
leukocyte,510
leukocytes,477
leumit,504
leung,3307
leur,721
leurs,477
leutnant,1516
leuven,2942
lev,4882
leva,467
levadia,281
levallois,448
levan,864
levanger,259
levant,3541
levante,1266
levantine,784
levar,373
levasseur,370
leve,289
levee,1565
levees,993
level,270021
leveled,3178
leveling,1722
levelled,1982
levellers,367
levelling,872
levels,94663
leven,1817
levene,472
levenson,404
levent,356
leventhal,530
lever,6362
leverage,4565
leveraged,1676
leverages,627
leveraging,1346
leverett,564
leverhulme,483
levering,296
leverkusen,1768
levers,1430
levert,358
leveson,900
levesque,634
levett,395
levey,418
levi,8973
leviathan,1623
levied,3325
levies,1360
levin,5794
levine,6458
levinson,1752
levis,797
levitan,351
levitate,538
levitating,315
levitation,855
levites,255
leviticus,822
levitt,1454
levittown,388
levity,327
levon,1232
levski,1392
levu,514
levy,11973
levying,724
lew,5303
lewandowski,519
lewd,1154
lewes,2527
lewin,1783
lewinsky,446
lewis,73652
lewisburg,870
lewisham,1657
lewisohn,365
lewiston,2201
lewistown,478
lewisville,483
lewitt,320
lewy,384
lex,4553
lexi,665
lexical,2530
lexically,290
lexicographer,1298
lexicographical,283
lexicography,495
lexicon,4412
lexicons,253
lexie,376
lexikon,3760
lexington,10923
lexis,469
lexisnexis,460
lexus,1267
ley,2879
leyden,1316
leyenda,538
leyendas,256
leyla,617
leyland,2408
leys,648
leyte,3165
leyton,3152
leytonstone,430
leyva,566
lez,463
lezion,624
leão,446
leçons,297
león,10367
lf,2870
lfa,264
lfc,367
lfchistory,296
lfo,377
lfp,492
lg,3913
lga,1059
lgb,280
lgbt,7286
lgbtq,485
lge,278
lgm,331
lgpl,672
lgv,269
lh,1629
lha,359
lhasa,1369
lhc,336
lhd,365
lhp,337
lhs,398
li,25801
lia,1597
liabilities,2650
liability,9075
liable,5676
liaise,400
liaising,319
liaison,10647
liaisons,1537
liam,9353
lian,1580
liana,920
liane,731
liang,5758
liangshan,275
lianne,371
liao,2003
liaodong,387
liaoning,2442
liaquat,431
liar,3848
liard,266
liars,1636
lias,420
lib,3527
liban,516
libation,333
libbed,323
libby,2870
libel,4271
libellus,286
libelous,291
liber,2778
libera,796
liberace,547
liberación,346
liberal,69714
liberalisation,860
liberalism,4509
liberality,356
liberalization,1786
liberalize,276
liberalized,493
liberalizing,274
liberally,1135
liberals,9561
liberate,3282
liberated,7492
liberates,391
liberating,2180
liberation,28331
liberator,3105
liberators,1258
liberdade,276
liberec,1088
liberia,6068
liberian,1767
liberman,448
libero,1287
libert,273
libertad,2420
libertador,528
libertadores,3009
libertarian,6218
libertarianism,621
libertarians,789
libertas,641
liberties,8210
libertine,751
libertines,459
liberty,34282
libertyville,264
libertà,461
liberté,1348
libido,776
libor,774
libourne,258
libra,990
librairie,887
librarian,8498
librarians,2188
librarianship,596
libraries,24016
library,142297
libration,337
libre,5126
libres,572
libretti,600
librettist,1818
libretto,6224
librettos,489
libreville,728
libri,1537
libris,566
librivox,707
libro,1700
librorum,330
libros,633
libs,494
libya,9484
libyan,4299
libyans,507
libération,1065
libéré,315
lic,727
licata,330
lice,1104
licence,13738
licenced,1339
licences,2755
licencing,384
license,39150
licensed,38409
licensee,2107
licensees,1083
licenses,8806
licensing,13414
licensor,260
licensure,969
licentiate,1610
licentious,354
liceo,909
liceu,486
lich,492
lichen,1256
lichens,1290
lichfield,2501
licht,1311
lichtenberg,893
lichtenstein,1507
licinius,791
lick,2976
licked,359
licking,1338
licks,1323
licorice,530
lid,3990
lida,685
lidar,420
liddell,1858
liddle,476
liddy,418
lider,358
lidia,1212
lidingö,257
lidl,287
lido,1289
lidocaine,277
lids,816
lie,35344
lieb,832
liebe,2630
lieben,427
lieber,931
lieberman,2065
liebermann,427
liebert,272
liebig,560
liebknecht,330
liebling,268
liebman,512
liebmann,274
liechtenstein,3805
lied,6258
lieder,1935
lief,273
liefde,374
liege,1547
liem,264
lien,1709
liens,486
liepāja,546
liepājas,301
lier,619
lierse,442
lies,109871
lietuvos,695
lieu,6159
lieut,1576
lieutenancy,445
lieutenant,78740
lieutenants,3206
lieux,275
liev,334
lieve,341
lieven,385
liew,417
liezel,564
lif,424
lifeblood,330
lifeboat,2736
lifeboats,1591
lifecycle,1769
lifeforce,348
lifeform,344
lifeforms,654
lifeguard,1434
lifeguards,675
lifehouse,424
lifeless,1590
lifelike,1071
lifeline,1682
lifelines,350
lifelong,15542
lifes,1330
lifesaver,281
lifesaving,1115
lifesize,303
lifespan,4846
lifespans,541
lifestyle,23258
lifestyles,3634
lifetime,39214
lifetimes,1217
liffey,590
lifford,255
lifshitz,271
lift,22159
lifted,17635
lifter,675
lifters,408
lifting,9444
liftoff,534
lifts,5990
lig,1399
liga,16443
ligaen,340
ligament,3782
ligaments,1617
ligand,2407
ligands,1911
ligapokal,282
ligase,545
ligation,456
ligature,556
ligatures,381
liger,443
ligeti,733
liggett,447
light,204102
lightbulb,365
lighted,2931
lighten,1107
lightened,739
lightening,526
lighter,17327
lighters,695
lightest,1518
lightfoot,1848
lightgrey,5233
lighthearted,1188
lighthouse,11029
lighthouses,2215
lighting,23779
lightly,7832
lightner,257
lightness,1324
lightnin,651
lightning,20283
lightnings,425
lights,36129
lightsaber,365
lightship,729
lightspeed,586
lightwave,259
lightweight,13026
lightyear,441
ligier,675
ligne,1287
lignin,380
lignite,831
ligny,321
ligon,296
ligonier,350
ligue,4650
liguilla,278
liguori,427
ligure,521
liguria,1554
ligurian,801
lii,574
liiga,1198
liii,364
liisa,505
lik,549
lika,614
likable,1011
likeable,1029
liked,17803
likelihood,7783
likely,100091
liken,293
likened,4555
likeness,3995
likenesses,617
likening,733
likens,849
likes,20236
likewise,20343
likhovtseva,394
liking,4686
likud,759
lil,8326
lila,2526
lilac,2001
lilacs,418
lilas,290
lilburn,343
liles,269
lili,2363
lilia,908
liliaceae,263
lilian,2629
liliana,1257
liliane,524
lilienthal,462
lilies,1878
lilith,1263
lilium,394
liliuokalani,281
lilja,281
lill,569
lilla,848
lillard,392
lille,5269
lillehammer,1668
lillestrøm,751
lilley,1099
lilli,801
lillian,5749
lillie,1394
lilliput,443
lillis,255
lillo,391
lillooet,562
lilly,4375
lillywhite,821
lilo,855
lilongwe,306
lilting,404
lily,12746
lilydale,309
lim,6351
lima,12523
liman,527
limassol,1431
limavady,427
limb,5298
limbach,252
limbaugh,1098
limbed,306
limber,359
limbic,469
limbo,2779
limbs,7182
limburg,2717
limca,272
lime,9531
limehouse,699
limelight,2786
limerick,6479
limes,1010
limestone,17697
limestones,839
limit,46682
limitation,6398
limitations,16898
limited,177185
limiter,460
limiting,12641
limitless,1371
limits,42082
limnology,274
limo,1067
limoges,1592
limon,544
limosa,425
limousin,1150
limousine,2225
limousines,500
limp,2438
limped,622
limpet,561
limpets,480
limping,575
limpopo,1326
limón,743
lin,11490
lina,2957
linacre,299
linares,1332
linas,287
linc,342
lincecum,290
lincei,379
linchpin,310
lincoln,48940
lincolns,351
lincolnshire,8782
lincs,293
lind,2559
linda,26690
lindahl,367
lindau,758
lindberg,1766
lindbergh,2001
lindblad,279
lindblom,311
linde,1200
lindell,576
lindeman,345
lindemann,674
linden,5358
lindenberg,385
lindenwood,413
linder,1177
lindfield,264
lindfors,316
lindgren,1464
lindh,427
lindholm,682
lindisfarne,974
lindl,605
lindley,2063
lindner,902
lindo,861
lindon,407
lindow,272
lindquist,503
lindqvist,480
lindsay,14813
lindsey,6507
lindstedt,425
lindstrom,711
lindström,788
lindy,1696
linea,793
lineage,15104
lineages,3163
lineal,910
linear,27530
linearis,432
linearity,929
linearly,1984
lineata,479
lineatus,428
linebacker,8211
linebackers,2497
lined,16867
linedata,1006
linehan,505
lineker,427
lineman,5429
linemen,1742
linen,3992
linens,623
liner,16857
liners,2999
lines,127625
linesman,708
linesmen,283
lineup,20012
lineups,2229
linfield,1047
linford,451
ling,7218
linga,818
lingam,631
lingayen,924
linge,279
lingen,416
linger,1185
lingered,1105
lingerie,1868
lingering,2678
lingers,610
lingfield,348
lingle,274
lingnan,339
lingo,730
lingua,2477
linguae,303
lingual,1752
linguist,7530
linguistic,13942
linguistically,1734
linguistics,9707
linguistique,374
linguists,3087
lingus,435
linh,605
linie,295
lining,6718
linings,902
link,73766
linkage,3099
linkages,1977
linke,703
linked,55197
linkedin,2175
linker,650
linkin,1544
linking,19696
linklater,647
linkletter,321
linköping,1038
linköpings,391
linley,569
linlithgow,902
linn,3647
linnaean,487
linnaeus,4639
linnea,369
linnean,1515
linnell,270
linnet,485
linney,521
linné,254
lino,2101
linoleic,293
linoleum,471
linotype,475
lins,512
linseed,528
lint,905
lintel,1033
lintels,819
linton,2391
linus,2391
linux,11261
linville,337
linwood,1140
linx,307
linz,3134
linzer,366
lio,382
lion,31123
lionel,13065
lioness,738
lionheart,1005
lions,27291
lionsgate,1017
lior,507
liotta,449
liouville,349
lip,8555
lipa,830
lipase,302
lipetsk,570
lipid,2358
lipids,1454
liping,266
lipinski,447
lipkin,254
lipman,794
lipophilic,392
lipoprotein,459
lipp,273
lippe,1588
lipped,805
lippert,350
lippi,691
lippincott,1340
lippman,367
lippmann,417
lipps,262
lips,9055
lipschitz,291
lipscomb,971
lipsky,429
lipson,412
lipstick,2150
lipton,1487
liptovský,281
liquefaction,497
liquefied,1144
liqueur,907
liqueurs,423
liquid,22758
liquidate,896
liquidated,2547
liquidating,419
liquidation,3991
liquidator,485
liquidators,292
liquidity,1719
liquids,3857
liquified,310
liquor,8153
liquorice,366
liquors,726
lir,293
lira,1540
lirae,266
lire,807
liri,266
lirico,271
lirr,627
lis,2297
lisa,29105
lisandro,406
lisbeth,610
lisboa,2057
lisbon,13330
lisburn,978
lise,2138
liselotte,379
lisette,520
lisgar,367
lisi,483
lisicki,294
lisieux,668
liskeard,602
lisle,1748
lismore,1290
lisp,1525
liss,532
lissa,517
lista,1931
liste,729
listed,167665
listen,21492
listenable,360
listened,5878
listener,7060
listeners,11951
listenership,474
listening,20165
listens,2687
lister,3223
listing,151363
listings,29152
listless,268
liston,1044
listowel,452
lists,50752
liszt,3048
lit,21864
lita,1083
litani,261
litanies,324
litany,973
litchfield,1752
lite,3564
liter,2659
literacy,18613
literae,297
literal,8207
literally,36006
literals,253
literaria,409
literary,67129
literate,4347
literates,441
literati,757
literatur,1284
literatura,1194
literature,111921
literatures,1566
liters,1890
lites,440
litex,471
lithe,276
lithgow,1192
lithic,582
lithium,3536
lithograph,1689
lithographed,254
lithographer,814
lithographic,693
lithographs,1118
lithography,1536
lithology,383
lithosphere,448
lithuania,15053
lithuanian,10957
lithuanians,1081
litigant,360
litigants,624
litigate,254
litigated,477
litigation,9575
litigator,402
litmus,325
lito,739
litoral,557
litovsk,657
litre,4748
litres,3005
litt,1581
littell,270
litter,4839
litteratur,313
littered,1295
littering,442
litters,907
little,280550
littlebigplanet,299
littlefield,2478
littlehampton,568
littlejohn,636
littler,464
littlest,561
littleton,2032
littlewood,768
littman,261
litton,749
littoral,2635
littoralis,460
littéraire,699
littéraires,257
littérature,799
liturgical,6279
liturgics,451
liturgies,809
liturgy,4965
litvak,331
litvinenko,289
litvinov,303
liu,13140
liudmila,322
liuzzi,259
liv,2901
livable,644
live,282405
lived,171032
livejournal,652
livelihood,5149
livelihoods,1552
liveliness,336
lively,9025
liver,11152
liveried,328
liveries,764
livermore,1948
liverpool,32377
liverpudlian,274
livers,469
liverworts,319
livery,6327
lives,143530
livesey,528
livestock,15021
livet,550
livewire,296
livia,1399
livid,595
livin,2549
living,224187
livings,499
livingston,10024
livingstone,3510
livio,633
liviu,488
livius,917
livonia,1611
livonian,890
livorno,2037
livre,2455
livres,1177
livro,276
livy,1218
liwa,454
lix,382
liya,314
liye,486
liz,9453
liza,3728
lizard,7237
lizards,4359
lizzie,2798
lizzy,1840
liège,4698
liévin,344
lj,1597
ljubav,507
ljubavi,294
ljubičić,471
ljubiša,347
ljubljana,5165
ljubomir,554
ljung,264
ljungberg,360
lk,1266
ll,52423
llagostera,312
llama,956
llamas,811
llan,269
llandaff,925
llandeilo,273
llandovery,408
llandudno,759
llanelli,1693
llanfair,366
llangollen,634
llano,1338
llanos,692
llb,1791
llc,16197
lld,928
lleida,1246
llewellyn,3042
llewelyn,910
lleyton,698
llm,769
llobregat,564
llodra,479
llorente,364
llosa,533
lloyd,36145
lloydminster,563
lloyds,1529
llp,3188
llull,253
lluvia,396
lluís,800
llwyd,360
llyn,583
llywelyn,914
lláh,493
lm,3730
lma,632
lmc,276
lmfao,611
lmg,347
lmp,1143
lms,1993
ln,1534
lnb,362
lner,1035
lng,1284
lnr,305
lnwr,764
lo,17647
loa,1153
loach,919
load,24301
loaded,19986
loader,1981
loaders,802
loading,13708
loadings,418
loads,8136
loaf,2877
loafing,395
loam,1102
loamy,502
loan,39511
loaned,12281
loaning,443
loans,13121
loanword,578
loanwords,1470
loath,360
loathe,345
loathed,637
loathes,329
loathing,1405
loathsome,384
loaves,722
lob,704
lobata,335
lobato,382
lobatus,277
lobb,286
lobbed,338
lobbied,5119
lobbies,1303
lobby,12684
lobbying,7411
lobbyist,2388
lobbyists,1321
lobe,3570
lobed,2392
lobel,325
lobelia,265
lobes,4067
loblolly,298
lobo,2930
lobos,2422
lobotomy,370
lobster,3000
lobsters,949
loc,2145
loca,1090
locale,3470
locales,2793
localisation,587
localised,1747
localism,285
localities,10442
locality,17054
localization,3224
localize,706
localized,6154
localizes,280
localizing,341
locally,40954
locals,18794
locarno,1393
locate,13105
locatelli,563
locates,2188
locating,4914
location,206793
locational,270
locations,76939
locative,606
locator,1145
loch,6243
lochaber,634
lochalsh,313
locher,259
lochhead,360
lochner,308
lochs,476
loci,1273
lock,20620
lockable,292
lockdown,1209
locke,5364
locked,17642
locker,6203
lockerbie,647
lockers,1273
locket,766
lockett,725
lockhart,3151
lockheed,6378
locking,5142
lockjaw,398
locklear,334
lockout,2851
lockport,768
locks,9204
locksmith,569
lockup,344
lockwood,3344
lockyer,1075
loco,4067
locomotion,1829
locomotive,15776
locomotives,12926
locomotor,350
locos,1363
locsin,421
locum,394
locus,4214
locust,2855
locusts,797
lod,770
loddon,376
lode,1179
loder,757
lodestar,307
lodewijk,500
lodge,21946
lodged,4770
lodgepole,489
lodger,909
lodges,2993
lodging,4498
lodgings,1818
lodhi,404
lodi,1788
lodovico,669
lodz,690
loe,527
loeb,2802
loeffler,406
loen,272
loess,635
loesser,680
loew,832
loewe,961
loewen,358
loews,344
loewy,342
lofgren,482
lofoten,492
loft,4119
lofted,286
lofthouse,311
lofton,692
lofts,1020
loftus,1942
lofty,2720
log,21089
logan,15555
logano,372
logansport,328
logar,273
logarithm,1128
logarithmic,1352
logarithms,512
logbook,406
loge,417
logement,272
logged,3810
logger,593
loggerhead,528
loggerheads,390
loggers,1013
loggia,1216
logging,8470
loggins,1023
logia,256
logic,18494
logica,303
logical,12132
logically,2636
logician,912
logicians,356
logics,647
logie,1603
login,1485
logis,329
logistic,2915
logistical,4294
logistically,398
logistics,12064
logitech,281
logo,41167
logos,5800
logotype,298
logroño,499
logroñés,292
logs,7031
logue,809
loh,784
lohan,1003
lohengrin,749
lohman,286
lohmann,416
lohner,261
lohr,439
lohse,495
loi,1831
loin,890
loincloth,373
loins,335
loir,821
loire,4297
loiret,466
lois,7009
loitering,430
loja,475
lok,8573
loka,695
loke,327
lokeren,433
lokesh,305
loki,1316
lokmanya,330
loko,402
lokomotiv,2603
lokomotiva,375
lokomotive,319
loksabha,277
lol,907
lola,6796
lolita,2057
lolland,332
lollapalooza,879
lollipop,1360
lollipops,363
lollobrigida,313
lolly,461
lolo,958
lom,1087
loma,2564
loman,396
lomas,1392
lomax,1623
lomb,344
lombard,5229
lombarda,276
lombardi,2726
lombardia,819
lombardo,1791
lombards,1283
lombardy,4542
lombok,530
lommel,364
lomond,1142
lomonosov,661
lompoc,383
lomé,571
lon,2991
lona,256
lond,483
london,305439
londonderry,3077
londoner,452
londoners,879
londres,676
londrina,376
lone,16907
loneliest,321
loneliness,4005
lonely,16355
loneos,1476
loner,1262
lonergan,589
lonesome,3480
lonestar,582
loney,529
longa,719
longacre,431
longboat,351
longbow,478
longbridge,340
longchamp,907
longden,438
longed,1068
longer,143793
longerons,263
longest,49222
longevity,4981
longfellow,1691
longfield,274
longford,2455
longhair,257
longhi,338
longhorn,1292
longhorns,1445
longhouse,429
longhurst,465
longicauda,305
longifolia,467
longing,3609
longings,264
longinus,556
longipes,565
longirostris,516
longish,408
longitude,11077
longitudes,677
longitudinal,6148
longitudinally,1212
longleaf,356
longley,829
longlist,264
longlisted,624
longman,3181
longmans,1405
longmeadow,256
longmire,261
longmont,349
longnose,313
longo,1188
longoria,700
longs,1728
longshore,369
longshoremen,326
longshot,426
longstaff,297
longstanding,4016
longstreet,841
longsword,260
longterm,320
longtime,20769
longton,268
longue,562
longueuil,716
longueville,514
longus,586
longview,1187
longwave,436
longwood,1103
longworth,781
loni,506
lonicera,287
lonnie,2995
lonny,411
lonsdale,2064
loo,1662
looe,485
look,104566
lookalike,804
looked,36829
looker,308
lookin,1420
looking,90734
lookout,5621
lookouts,1124
looks,39158
lookup,922
loom,1901
loomed,802
looming,2087
loomis,1856
looms,1681
loon,1759
looney,2660
loong,589
loons,540
loony,407
loop,25541
looped,1467
looper,587
loophole,1401
loopholes,1040
looping,1899
loops,7759
loopy,324
loos,1272
loose,25208
loosed,292
loosely,17353
loosen,993
loosened,1051
loosening,898
looser,1067
loot,2872
looted,4027
looters,717
looting,3627
loots,272
lop,605
lope,946
lopes,2915
lopez,13150
lopsided,1197
lor,489
lora,941
lorain,846
loraine,564
loran,563
loras,270
lorber,431
lorca,1487
lord,119286
lorde,555
lordly,407
lords,23161
lordship,4836
lordships,929
lore,6136
loredana,298
lorelei,749
loren,3637
lorena,1677
lorentz,1574
lorentzen,266
lorenz,4202
lorenza,367
lorenzen,461
lorenzi,529
lorenzo,14442
lores,344
lorestan,509
loreto,1986
loretta,3354
lorette,334
loretto,727
lori,5283
loria,277
lorie,371
lorient,1460
lorimar,274
lorimer,1034
lorin,872
loring,1510
loris,1325
lorn,319
lorna,2951
lorne,3330
loro,523
lorrain,635
lorraine,11359
lorre,610
lorrie,595
lorries,1153
lorry,2059
lorsch,351
lortel,573
lorton,285
lory,505
loránd,348
los,154378
losada,335
lose,44567
loser,8468
losers,4498
loses,17941
losey,418
losing,75903
loss,124308
losses,45888
lossiemouth,344
lossless,704
lossy,505
lost,277652
lostprophets,341
lostwithiel,344
lot,79554
lota,400
lotbinière,408
lote,335
lotfi,341
lothair,770
lothar,2393
lotharingia,526
lothario,266
lothian,3429
lothians,302
lothringen,268
lothrop,435
loti,301
lotion,585
lotions,284
lotos,273
lots,19985
lott,2047
lotta,1851
lotte,2300
lotteries,887
lottery,8143
lotti,342
lottie,899
lotto,1476
lotus,10601
lotz,374
lou,21142
loubet,274
loud,15898
louder,2892
loudermilk,296
loudest,861
loudly,2862
loudness,740
loudon,1713
loudoun,1316
loudspeaker,1283
loudspeakers,1246
louella,318
lough,2605
loughborough,2794
lougheed,562
loughlin,1245
loughnane,259
loughran,372
loughrea,263
loughton,455
louie,5074
louis,126597
louisa,6326
louisbourg,623
louisburg,395
louise,26545
louisiana,39144
louisiane,264
louisville,14081
loukas,300
lounge,11574
lounges,1654
lounging,393
loup,1950
loups,383
lourdes,3810
loureiro,274
lourenço,993
louse,590
lousy,684
louth,2389
loutre,257
louvain,1845
louvered,321
louvers,254
louverture,266
louvre,4639
louvred,272
louw,460
lov,344
lovable,1297
lovano,324
lovat,587
lovato,896
love,239127
loveable,364
lovech,667
lovecraft,1877
lovecraftian,318
loved,29195
loveday,323
lovegrove,266
lovejoy,1629
lovelace,1245
loveland,889
loveless,1483
loveliest,312
lovell,2726
lovelock,574
lovelorn,367
lovely,9411
lovemaking,310
lover,29657
loverboy,494
loveridge,280
lovers,18245
loves,24237
lovesick,570
lovesong,263
lovett,2080
lovey,294
lovin,4273
loving,17413
lovingly,1037
lovisa,266
lovitz,298
lovro,332
low,191827
lowbrow,308
lowcountry,303
lowden,281
lowdown,512
lowe,10838
lowell,8611
lowenstein,544
lowenthal,534
lower,178467
lowercase,1305
lowered,11548
lowering,6903
lowermost,395
lowers,2637
lowery,1460
lowes,548
lowest,35340
lowestoft,1364
lowland,10545
lowlands,4731
lowly,2143
lowman,311
lowndes,1405
lowrey,405
lowrie,490
lowry,4003
lows,2425
lowther,1353
lox,611
loxton,326
loy,1874
